Paragraph,Label 1,Label 2,Label 3,Label 4,Label 5,Label 6,Label 7,Label 8,Label 9,Label 10,Label 11,Label 12,Label 13,Label 14,Label 15,Label 16,Label 17,Label 18,Label 19,Label 20,Label 21,Label 22,Label 23,Label 24,Label 25,Label 26,Label 27,Label 28,Label 29,Label 30,Label 31,Label 32,Label 33,Label 34,Label 35,Label 36,Label 7.1,Label 38,Label 39,Label 40,Label 41,Label 42,Label 43,Label 44,Label 45,Label 46,Label 47,Label 48,Label 49,Label 50
" Domains and sites of analysis: Where to do feminist-of-color : Feminist-of-color disability studies can further these arguments by taking into account cultural  and religious perspectives on wellness and healing, which may run counter to mainstream white  disability studies as well as West- ern white medical perspectives on these issues.14 For instance,  a feminist-of- color disability studies approach can allow for a culturally attuned race, gender,  and disability analysis of women-of-color wellness initiatives and organizations like Black  Women’s Wellness Day or the National Latina Health Organization, which seek to improve the  overall health and wellness of specific racial communities through culturally specific public  health initiatives. Such an approach would nuance any critique of the ableism common in public  health work generally with attention to specific racial-gendered histories and circumstances that  shape the discourses and practices of these race-specific health organizations.  ",White Disability Studies,feminist of color,culture,religion,ableism,race,gender,disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : Feminist-of-color disability studies can expand and complicate how we engage with health,  medicine, and what Akemi Nishida calls “the U.S. public healthcare assemblage” (Nishida  2017). This assemblage includes not only disabled people receiving long-term care services  (often through Medicaid and other state services) but also in-home care workers (who are pre-  dominantly poor, working class, and/or immigrant women of color) and the agencies that employ  them. A feminist-of-color disability studies approach to the US public health-care assemblage  would nuance existing feminist studies work on the feminization of care and existing feminist  disability studies work on care relationships for the disabled through attention to the race, class,  and citizenship status of health/care workers. As modeled in Nishida’s work, feminist-of-color  disability studies can balance attention to disabled people’s rights to quality care, life in their  own communities, and interdependence with critical, intersectional consideration of the lives of  health/care workers whose physical labor can be debilitating. Such an approach to the US public  health-care assemblage would remain staunchly critical of the social and political structures that  exacerbate the vulnerability of disabled people and poor and immigrant women of color, making  solidarity and coalition between these groups difficult.  ",medical industrial complex,feminist disability studies,care,disabled people,feminist of color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : Overall, health and health care within feminist-of-color disability studies must be understood  expansively and analyzed within the contexts of race, gender, (dis)ability, sexuality, class, and  citizenship status. This includes discussion of the health/care provider and recipient relationships  mentioned above as well as the histories of medical experimentation on people of color and  eugenics directed at disabled, poor, and nonwhite people. For many marginalized groups,  approaches to medicine and health/care have always been directly tied to antiracist and feminist  activism for the overall well- being and survival of a particular group. Activism, therefore, is the  fourth and final central domain of feminist-of-color disability studies.  ",healthcare,feminist of color,race,gender,disability,sexuality,class,citizenship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : Activism  Our final domain mirrors the conclusion of Garland-Thomson’s (2002) essay, which similarly  closes with a meditation on disability activism. We con- tend that a feminist-of-color disability  studies aligns itself with radical organizing and cultural production conducted under the banner  of disability justice. Disability justice, according to Leah Lakshmi Piepzna-Samarasinha, names  a “movement building framework of intersectional, revolutionary dis- ability politics” (2018).  Feminist-of-color disability studies ought to high- light and center writing, action, and organizing  that operate from a disability justice perspective.  ",disability,activism,disability justice,organizing,intersectionality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : Several histories of the disability rights movement present disability activism as a teleological  narrative, with the 1990 passage of the ADA serving as that narrative’s apex (Shapiro 1994;  O’Brien 2004; Davis 2015). This momentous piece of legislation was the hard-won result of  decades of protest by individuals and organizations like ADAPT (American Disabled for  Accessible Public Transit), which continues disability rights activism in the present via protests  against the so-called American Health Care Act in 2017, which aimed to partially repeal the  Affordable Care Act, also known as Obamacare. However, histories of disability rights  organizing render evident the white- ness of leadership in this wave of disability rights activism.  ",history,disability rights,movement,ADA,activism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : In response to a white-dominated disability movement, an increasing number of voices have  articulated the necessity of disability activism less centered on state legislation. As Mia Mingus  writes, “I want us to tap into the transformative powers of disability, instead of only gaining  access to the cur- rent system. . . . We don’t simply want to join the ranks of the privileged, we  want to challenge and dismantle those ranks and question why some people are consistently at  the bottom” (2017). Indeed, Mingus, Piepzna- Samarasinha, and others like Leroy Moore, Patty  Berne, Eli Clare, Stacy Milbern, and Nomy Lamm have come to understand the disability rights  movement as primarily geared toward “gaining access to the current system” (Mingus 2017).  While these organizers note that “the disability rights movement has been crucial to the  liberation of people with disabilities,” they have called for a movement attuned to structural  oppression and multiply marginalized populations, one that challenges the capitalist ideals of  independence and productivity at the core of rights-based reforms (Lamm 2015). These activists,  artists, and intellectuals insist on a movement that decenters those who can gain access to rights  through a legal-based framework. They call this new framework disability justice. Feminist-of- color disability studies aligns politically and intellectually with this approach, allowing disability  justice activism to inform feminist-of-color disability studies scholarship.  ",disability,movement,activism,disability rights,liberation,disability justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : For proponents of disability justice, ableism is inextricable from white supremacy, patriarchy,  heterosexism, transphobia, colonialism, and poverty. As a result, disability justice is an activist  framework that centers the experiences of queer, trans, and/or racialized disabled people. The  groundbreaking publication Skin, Tooth, and Bone, collectively authored by Bay Area activist  and performance group Sins Invalid, lays out a working (and evolving) definition of disability  justice as well as its ten central principles: intersectionality, leadership of the most impacted,  anticapitalist politic, cross-movement solidarity, recognizing wholeness, sustainability,  commitment to cross-disability solidarity, interdependence, collective access, and collective  liberation (Sins Invalid 2016, 16–19). This framework imagines a disability movement that  radically revises what revolution looks like and that offers a blueprint for survival in our current  moment of crisis.  ",disability justice,ableism,intersectionality,cross-solidarity,interdependence,access,liberation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : What does this blueprint look like? It might look like a 2008 Sins Invalid performance, in which  Cara Page, black queer cofounder of the healing jus- tice collective Kindred, pulls a scroll of  ableist slurs from the mouth of black disabled performer Leroy Moore, corralling their power  through her forceful reading and sensual touch. Or it might look like “Open in Emergency,” the  Asian American Literary Review’s 2017 special issue on mental health, which contains both a  hacked DSM, which speaks back to white supremacist psychiatry, and a tarot deck, which offers  alternate, artistic, and culturally at- tuned paths to healing and wellness (Khu´c 2016). Or more  broadly, it might spell out a complete overhaul of what the work of revolution even entails. For  instance, in “A Babelicious Healing Justice Statement,” the disability justice– centered BadAss  Visionary Healers prioritize basic access and care needs, such as food, child care, and  transportation, insisting that this access work is “not separate from the real work” (BadAss  Visionary Healers 2013, 7). The disability justice perspective prioritized by feminist-of-color  disability studies thus provokes reflection on the labor of revolution itself, prompting us to  question why and how value accrues to certain forms of activist labor and to see the work of  care, maintenance, and access as central to social change.  ",ableism,performance,disability justice,feminist of color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : This blueprint further necessitates disability justice interventions into political organizing by  people of color. Following the publication of the Movement for Black Lives’ political platform,  the Harriet Tubman Collective, a group of Black disabled and Deaf organizers, released a  statement addressing the platform’s inattention to disability—a concerning omission considering  “the unspeakable violence found at the intersection of ableism, audism, and anti-black racism”  (Harriet Tubman Collective 2016). A disability justice framework also intervenes into the  seemingly intractable problem of inaccessible organizing, in which the work of activism all too  often looks like “10-mile long marches [and] workshops that urge people to ‘get out of their seats  and move!’” (Piepzna-Samarasinha 2018). Feminist-of-color disability approaches to studying  activism as a central domain or site of analysis, therefore, require us to recalibrate governing  notions of activist labor, to address racism within disability activism and ableism within  antiracist activism, and to shift our understanding of what constitutes intellectual labor and  publication, as the majority of the citations in this section come from self-published and/ or  digital open-access sources. Feminist-of-color disability studies requires us to honor the  knowledge, skills, and wisdom of multiply marginalized disabled people. After all, in the words  of Mingus, “there is no liberation with- out disabled people” (2017).  ",disability justice,Black Lives Matter,activism,ableism,racism,liberation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : Onward  Feminist-of-color disability studies is an emergent field in that only a few scholars explicitly  situate their work at the intersection of disability studies, critical race studies, and feminist  theory. And yet, feminists of color have an extended history of researching and theorizing  (dis)ability broadly construed, offering invaluable but overlooked insights for feminist disability  studies. The whiteness embedded in the history of feminist disability studies has shaped the field  in significant and, we contend, limiting ways. First, since many feminist disability studies  scholars primarily or predominantly cite theory by and about white people, this has negatively  impacted the field’s ability to analyze the writing, history, and experiences of people of color.  Second, since white and middle-class views and experiences of disability have shaped how  feminist disability studies approaches the concept of disability, the field has been unable to  properly recognize and engage with the extended history of feminist-of-color writing and  theorizing about health, illness, and medicine as feminist disability studies work.  ",disability studies,critical race theory,feminist of color,disability studies,history,whiteness,disability studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : In this article we have engaged existing feminist-of-color work on (dis)ability to articulate  feminist-of-color disability studies’ primary methods (ideology- rather than object-orientation,  focus on [dis]ability as a system and disability as a relation to power rather than as identity, and  emphasis on solidarity and coalition across social groups) and domains (discourse, state violence,  health/care, and activism). We urge feminist disability studies scholars to cite more widely in  feminist-of-color theory, recognizing that much feminist-of-color work on (dis)ability never uses  the word disability at all but rather refers to specific impairments or focuses on health, illness,  disease, well- ness, and medicine in the context of a sexist and racist world. At the same time, we  encourage feminists of color to more directly and explicitly engage the field of feminist disability  studies in order to better analyze issues of (dis)ability from an explicitly politicized and  antiableist perspective.  ",methodolgy,feminist of color,disability,power,state violence,feminist disability studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : Our work here has been to identify potential sites of analysis and opportunities for cross- pollination between feminist-of-color scholarship and feminist disability studies. This work has  required creative collaboration to envision the range of what feminist-of-color disability studies  might entail, combining our distinct areas of expertise and experience as disabled and non-  disabled queer women of color working in the fields of feminist disability studies and critical  race theory. Given our bases in US feminist-of-color scholarship, we want to emphasize that, in  addition to the areas we have identified, future feminist-of-color disability studies work needs to  engage transnational and postcolonial perspectives. We also see great potential for feminist-of-  color disability studies to contribute to the history of science and medicine and to contemporary  science and technology studies in particular. We hope this article provides the foundation  necessary for future feminist-of-color dis- ability studies scholarship in a variety of disciplines  that would benefit from this emergent field’s vital perspectives on the roles of race, gender, and  (dis)ability in our past, our present, and our futures.  ",feminist of color,disability studies,critical race theory,transnational,postcolonial,race,gender,disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
