Paragraph,Label 1,Label 2,Label 3,Label 4,Label 5,Label 6,Label 7,Label 8,Label 9,Label 10,Label 11,Label 12,Label 13,Label 14,Label 15,Label 16,Label 17,Label 18,Label 19,Label 20,Label 21,Label 22,Label 23,Label 24,Label 25,Label 26,Label 27,Label 28,Label 29,Label 30,Label 31,Label 32,Label 33,Label 34,Label 35,Label 36,Label 7.1,Label 38,Label 39,Label 40,Label 41,Label 42,Label 43,Label 44,Label 45,Label 46,Label 47,Label 48,Label 49,Label 50
" WORK IN THE INTERSECTIONS:  : With a Black feminist disability framework, we can think critically about the way that crazy is  deployed for mass murderers, and their white- ness and maleness often goes unacknowledged. We  can begin to actualize theoretical interventions that challenge mainstream news narratives that  erase race and gender and forestall the ableism used to explain away white violence. It is through  praxis that we can start to create a new scholarship that is informed not just by our critical inquiries  but also by our resulting actions and processes that shift previous paradigms of understanding.   ",Black feminist disability framework,language,media,race,gender,ableism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : Disability rights activists frequently cite that disabled people are the largest minority group in the  united States. This statistic is used to substantiate calls for disabled unity and collective action.  however, this statement misses the very nuances within the largest minority that prevent the types  of collective action that is envisioned. how does one compare the drunk-driving-induced paralyses  of a white high school quarterback to the job-acquired carpal tunnel of immigrant women assembly  line workers? Or the intentional lead poisoning of the Black children in Flint, Michigan, with  congenital disabilities that are the result of chance? The age of onset of these disabilities, the  manner in which they were acquired, along with gender, class, and race all shape the way that  people are treated, interpellated, have access to resources, or move through society.   ",disability rights,disablement,environmental racism,whiteness,race,gender,class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : In their study, Amani M. Nuru-Jeter, Roland h. Thorpe Jr., and Esme Fuller-Thomson (2011) noted  that “Black people experienced higher odds of disability across the adult lifespan compared with  white people” (834). Their study examined disability across the life span of Black people and  found stark disparities between white and Black people regarding disability. They noted that  despite the higher prevalence of disability within Black and other communities of color, the  disability rights movement and Disability Studies remain white in leadership and in stated  objectives and outcomes.   ",Black people,disablement,disability,disability rights,Disability Studies,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : The racial and gender disparities do not end there. Women provide most of the care for disabled  people globally. More specifically, women of color disproportionately care for disabled people  (Family Caregiver Alliance 2016). Black Studies and Disability Studies need to consider that  Black women and other women of color do most of the labor in the ser- vice of disability despite  the impact on their ability to care for themselves or their families. Caregivers are often engaged in  debilitating work for disabled people and become disabled themselves (Moore 2015). The Family  Caregiver Alliance notes that 40 to 70 percent of caregivers have symptoms of clinical depression,  and caregivers also report worsening physical health as a result of the demands of caregiving on  the body (Family Caregiver Alliance 2016). A Black feminist disability framework would ensure  that race, age of onset, method of acquirement, gender, sexuality, and other important aspects of  the way disability is multiply inflected are brought to bear in our analysis.   ",women of color,caregiver,disabled people,disablement,Black feminist disability framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : According to a 2014 U.S. Department of Labor study, Black people are more likely to be disabled  than whites, Latinxs, and Asian Americans. Black people have worked and continue to work  debilitating jobs (U.S. Department of Labor 2015). The United States Social Security  Administration (SSA) found that “Black workers in every age group shown are more likely to die  or become eligible for Social Security disability benefits” (2000, 1). Moreover, because social  security benefits are often based on previous wage labor, Black people—and Black women  specifically—drawing social security are drawing from a lower overall rate of pay than their white  predecessors, thus impacting how much sup- port they are eligible for from the SSA (Parekh 2008).  In an article for  Business insider , author Laura Friedman reported that while the average life  expectancy in the United States is 79 years there is at least a four-year gap between the life  expectancy for Black and white Americans (2014). The median age of death for Black men in the  District of Columbia is 66 years. The Centers for Disease Control—steeped in the medical  model— lists 15 major categories under which Black men succumb, including work conditions,  heart disease, diabetes, police violence, homicide, and perinatal conditions that are more likely to  go untreated. White men with at least 16 years of education live a full 14 years longer than Black  men— on average (CDC 2015).   ",Black people,disabled,work,medical model,medical racism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : Despite the reluctance of some Black scholars to engage Disability Studies, Black Studies research  has much to teach the field of Disability Studies. Black people, particularly Black women, are  more likely to care for disabled relatives and keep them connected to their communities. Black  and other people of color have higher rates of disability than their white counterparts. Black Studies  research suggests that Black people are employing a different model, one of collectivity and  potential interdependence that eschews the individualist model of a disability rights frame- work.  Black Studies and Disability Studies scholars could call for strategies that not only facilitate the  independence of disabled people to do what able-bodied people do and go where able-bodied  people go, but also critique the assumption that independence is inherently valuable given the  demographics of caregivers and those cared for. Black feminism becomes an essential interlocutor  for these questions.   ",Black Studies,Disability Studies,Black women,caregiver,disproportionately impacted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : Disability Studies questions how jobs are structured, the impossibility of a five-day work week for  everyone, and the demand that everyone work. Not only are some jobs debilitating, some people  are unable to work. how might we reimagine our labor organizing if we do not assume that  everyone should work to get their needs met? how might we restructure society itself if we could  meet our needs without working jobs, how- ever dignified and humane they might become?   A Black feminist disability framework reconceptualizes our ideas about work and labor. While  Black Studies has successfully critiqued U.S. labor practices, it has not gone so far as to critique  work  itself. “Jobs with dignity” still assumes that people are able to work a job and that the  structure of the 9-to-5 workday makes sense. The racist discrimination against people with Black  sounding names is now well documented, and while we need strategies to address prejudicial  hiring practices we must also question the conditions under which we are expected to work. All  too often people ask what is a respectable job, rather than offering a critique of a service economy  or the globalizing socioeconomic system that demands more and more labor for less and less pay.  A critique of wages has yet to fully take on the fact that Black women make less than Black men  and white women, in addition to performing the second shift at home (Patten 2016). A Black  feminist disability framework demands a recalibration of labor expectations for those who are also  primary caretakers.   CONCLUSION  We want scholarship that can inform better direct services and actions for those living daily with  and through social death (Sexton 2011). When the material body is centered, how do our  theoretical arguments and subsequent activism and organizing need to change? We can begin to  delve more deeply into the theories of state violence and bodily control and sovereignty that  scholars like Harriet Jacobs point us toward in her writing (Stewart 2015). The theoretical  interventions of Afro- pessimism and Black nihilism have much to say about Black death but do  not connect these conversations overtly to disability. The incorporation of disability into these  theoretical projects might help us think through the ways in which we imagine a Black life that is  more than just survival and more than able-bodied utopia. What does liberation look like if disabled  Black bodies are allowed in our futures? Would we be better able to hold Disability Studies  accountable for its erasure of raced and gendered bodies?   Additionally, we might reclaim critically important Black figures in history who were otherwise  erased from the archive because of their race, disability, or because they inhabit the intersection of  both race and disability. This is not a project of posthumously assigning people a label that they  wouldn’t have chosen for themselves but looking critically at the context of a life and thinking  through disability as an equally powerful force in shaping a person. By reassessing our heroes of  the past with the lens of disability, we can provide more texture and more humanity to our portrayal  of our ancestors. Whether it is the painful epileptic seizures of Harriet Tubman that helped her stay  ahead of bounty hunters or the Mississippi appendectomy that spurred Fannie Lou Hamer’s  activism, the intersections of disability and race in the bodily praxis of historical Black figures  needs to be more deeply addressed.   ",labour,organizing,Black feminist disability framework,racism,employment,scholarship,state violence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : Disabled Black women experience “intersecting patterns of racism and sexism. . . . Because of  their intersectional identity as both women and of color within discourses that are shaped to  respond to one or the other, women of color are marginalized within both” (Crenshaw 1991). As  we have shown, Disability Studies often neglects racism and sexism’s impact on disability, just as  Black Studies can omit the realities of ableism and sexism’s impact on race. Rather than  reformulate Crenshaw’s model, we build on the intersectional work of scholars in both fields to  suggest that disability, race, and gender are always already present and simply need to be attended  to in our analysis.   ",intersectionality,Disability Studies,racism,sexism,ableism,disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : To have a conversation and far more generative theoretical projects that ultimately serve the goal  of our collective liberation, this article moves unnecessarily disparate theoretical spaces toward  each other, in order. If Black Studies took up disability and gender more comprehensively and  productively confronted ableism, we might discard ableist language and create new language. Too  often we use metaphors that subtly undermine our liberatory agendas, but we also have the power  to transform ableist invective in equally liberatory ways. If Disability Studies took up Black  Studies and critical race theory in ways that displaced the white disabled body as the norm, we  might gain a stronger, more flexible, and globally relevant framework from which to critique late  neoliberal capitalism. Too often we engage race and its impact as an additive or comparative cate-  gory of difference rather than a constitutive aspect of notions of disability in the West. When  disability is more seriously regarded within Black Studies, race within Disability Studies, and  gender in both, there are an infinite number of revolutions that a Black feminist disability  framework can help bring about.   ",liberation,language,Black Studies,Disability Studies,critical race theory,Black feminist disability framework,,,,,,,capitalism,disability,Disability Studies,disabled,generative,language,liberation,race,theory,white,ableism,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : McClurg.    Dunhamn, Jane, Jerome Harris, Shancia Jarrett, Leroy Moore, Akemi Nishida, Margaret Price, Britney  Robinson, and Sami Schalk. 2015. Developing and reflecting on a Black disability studies  pedagogy: Work from the National Black Disability Coalition.  Disability Studies Quarterly  35  (2): 1.   Erevelles, Nirmala. 2014. Crippin’ Jim Crow: Disability, dis-location, and the school-to-prison  pipeline.” In  Disability incarcerated , edited by Ben-Moshe Liat, Chris Chapman, and Allison C.  Carey. New York: Palgrave Macmillan.   Family Caregiver Alliance. 2016. Caregiver statistics: Demographics | Family Caregiver Alliance.  https://www.caregiver.org/caregiver-statistics-demo- graphics (accessed August 29, 2017).   Friedman, Lauren F.2014. This chart showing the gap between Black and white life expectancy should  be a national embarrassment.”  Business insider , January 9, 2014.  http://www.businessinsider.com/huge-racial-gap-in-life-expec- tancy-2014-1 (accessed January  31, 2016).  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
